"volcano_number","volcano_name","primary_volcano_type","last_eruption_year","region","latitude","longitude","elevation","tectonic_settings","major_rock_1","num_eruptions"
352011,"Pululahua","Caldera",290,"South America",0.038,-78.463,3356,"Subduction zone / Continental crust (>25 km)","Dacite",4
352020,"Guagua Pichincha","Stratovolcano",2002,"South America",-0.171,-78.598,4784,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",44
352021,"Atacazo","Stratovolcano",-320,"South America",-0.353,-78.617,4463,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",4
352022,"Chacana","Caldera",1773,"South America",-0.375,-78.25,4643,"Subduction zone / Continental crust (>25 km)","Rhyolite",5
352030,"Antisana","Stratovolcano",1802,"South America",-0.481,-78.141,5753,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",3
352031,"Aliso","Stratovolcano",-2450,"South America",-0.53,-78,4267,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",1
352040,"Sumaco","Stratovolcano",1895,"South America",-0.538,-77.626,3990,"Subduction zone / Continental crust (>25 km)","Trachybasalt / Tephrite Basanite",3
352050,"Cotopaxi","Stratovolcano",2016,"South America",-0.677,-78.436,5911,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",85
352090,"Sangay","Stratovolcano",2020,"South America",-2.005,-78.341,5286,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",11
353011,"Ecuador","Shield",1150,"South America",-0.02,-91.546,790,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",1
353030,"Darwin","Shield",1813,"South America",-0.18,-91.28,1330,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",3
353040,"Alcedo","Shield",1993,"South America",-0.43,-91.12,1130,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",3
353050,"Negra, Sierra","Shield",2018,"South America",-0.83,-91.17,1124,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",18
353060,"Azul, Cerro","Shield",2008,"South America",-0.92,-91.408,1640,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",15
353090,"Santiago","Shield",1906,"South America",-0.22,-90.77,920,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",3
354000,"Quimsachata","Lava dome",-4450,"South America",-14.176,-71.351,3693,"Subduction zone / Continental crust (>25 km)","Rhyolite",1
354004,"Andahua-Orcopampa","Pyroclastic cone",1490,"South America",-15.42,-72.33,4713,"Subduction zone / Continental crust (>25 km)","Trachyandesite / Basaltic Trachyandesite",4
354005,"Huambo","Volcanic field",-700,"South America",-15.83,-72.13,4550,"Subduction zone / Continental crust (>25 km)","Trachyandesite / Basaltic Trachyandesite",1
354006,"Sabancaya","Stratovolcano",2020,"South America",-15.787,-71.857,5960,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",14
354030,"Huaynaputina","Stratovolcano",1600,"South America",-16.608,-70.85,4850,"Subduction zone / Continental crust (>25 km)","Dacite",2
354040,"Tutupaca","Stratovolcano",1802,"South America",-17.026,-70.372,5801,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",5
354050,"Yucamane","Stratovolcano",-1320,"South America",-17.184,-70.196,5495,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",1
355011,"Taapaca","Complex",-320,"South America",-18.1,-69.5,5860,"Subduction zone / Continental crust (>25 km)","Dacite",8
355012,"Parinacota","Stratovolcano",290,"South America",-18.166,-69.142,6336,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",6
355070,"San Pedro-San Pablo","Stratovolcano",1960,"South America",-21.888,-68.391,6142,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",10
355100,"Lascar","Stratovolcano",2017,"South America",-23.37,-67.73,5592,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",36
355130,"Ojos del Salado, Nevados","Stratovolcano",750,"South America",-27.109,-68.541,6879,"Subduction zone / Continental crust (>25 km)","Dacite",2
355210,"Blanco, Cerro","Caldera",-2300,"South America",-26.789,-67.765,4670,"Subduction zone / Continental crust (>25 km)","Rhyolite",1
357010,"Tupungatito","Stratovolcano",1987,"South America",-33.425,-69.797,5660,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",20
357020,"San Jose","Stratovolcano",1960,"South America",-33.789,-69.895,6070,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",9
357021,"Maipo","Caldera",1912,"South America",-34.164,-69.832,5323,"Subduction zone / Continental crust (>25 km)","Trachyandesite / Basaltic Trachyandesite",13
357030,"Tinguiririca","Stratovolcano",1917,"South America",-34.814,-70.352,4280,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",2
357040,"Planchon-Peteroa","Stratovolcano",2019,"South America",-35.223,-70.568,3977,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",24
357041,"Infiernillo","Volcanic field",-6890,"South America",-35.123,-69.9,3007,"Intraplate / Continental crust (>25 km)","Andesite / Basaltic Andesite",1
357050,"Descabezado Grande","Stratovolcano",1933,"South America",-35.58,-70.75,3953,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",1
357060,"Azul, Cerro","Stratovolcano",1967,"South America",-35.653,-70.761,3788,"Subduction zone / Continental crust (>25 km)","Dacite",11
357061,"Maule, Laguna del","Caldera",-50,"South America",-36.058,-70.492,2162,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",4
357066,"Payun Matru","Shield",-5050,"South America",-36.422,-69.241,3715,"Subduction zone / Continental crust (>25 km)","Trachybasalt / Tephrite Basanite",1
357070,"Chillan, Nevados de","Stratovolcano",2020,"South America",-36.868,-71.378,3180,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",32
357072,"Tromen","Stratovolcano",1822,"South America",-37.144,-70.033,4114,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",2
357080,"Antuco","Stratovolcano",1869,"South America",-37.406,-71.349,2979,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",16
357090,"Copahue","Stratovolcano",2019,"South America",-37.856,-71.183,2953,"Subduction zone / Continental crust (>25 km)","Trachybasalt / Tephrite Basanite",18
357091,"Callaqui","Stratovolcano",1980,"South America",-37.92,-71.45,3164,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",7
357093,"Tolhuaca","Stratovolcano",-4000,"South America",-38.31,-71.645,2739,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",4
357100,"Lonquimay","Stratovolcano",1990,"South America",-38.379,-71.586,2832,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",5
357110,"Llaima","Stratovolcano",2009,"South America",-38.692,-71.729,3125,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",58
357111,"Sollipulli","Caldera",1240,"South America",-38.97,-71.52,2282,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",2
357112,"Caburgua-Huelemolle","Pyroclastic cone",-5050,"South America",-39.25,-71.75,1652,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
357120,"Villarrica","Stratovolcano",2020,"South America",-39.42,-71.93,2847,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",164
357121,"Quetrupillan","Stratovolcano",255,"South America",-39.496,-71.722,2360,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",5
357122,"Lanin","Stratovolcano",560,"South America",-39.637,-71.502,3776,"Subduction zone / Continental crust (>25 km)","Trachyandesite / Basaltic Trachyandesite",8
357123,"Huanquihue Group","Stratovolcano",1750,"South America",-39.887,-71.58,2189,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
357130,"Mocho-Choshuenco","Stratovolcano",1937,"South America",-39.927,-72.027,2422,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",2
357140,"Carran-Los Venados","Pyroclastic cone",1979,"South America",-40.35,-72.07,1114,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",3
357150,"Puyehue-Cordon Caulle","Stratovolcano",2012,"South America",-40.59,-72.117,2236,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",26
357153,"Antillanca Volcanic Complex","Stratovolcano",-230,"South America",-40.783,-72.15,1979,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",2
357160,"Puntiagudo-Cordon Cenizos","Stratovolcano",1850,"South America",-40.969,-72.264,2493,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",2
358010,"Osorno","Stratovolcano",1869,"South America",-41.105,-72.496,2659,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",18
358012,"Cayutue-La Vigueria","Pyroclastic cone",-190,"South America",-41.25,-72.27,506,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
358020,"Calbuco","Stratovolcano",2015,"South America",-41.33,-72.618,1974,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",37
358024,"Apagado","Pyroclastic cone",-590,"South America",-41.88,-72.58,1210,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
358030,"Huequi","Lava dome",1920,"South America",-42.377,-72.578,1318,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",7
358040,"Michinmahuida","Stratovolcano",1835,"South America",-42.799,-72.445,2452,"Subduction zone / Continental crust (>25 km)","Andesite / Basaltic Andesite",10
358057,"Hudson, Cerro","Stratovolcano",2011,"South America",-45.9,-72.97,1905,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",15
358062,"Aguilera","Stratovolcano",-1250,"South America",-50.33,-73.75,2546,"Subduction zone / Continental crust (>25 km)","Dacite",2
358063,"Reclus","Pyroclastic cone",1908,"South America",-50.964,-73.585,1000,"Subduction zone / Continental crust (>25 km)","Dacite",4
358080,"Pali-Aike Volcanic Field","Pyroclastic cone",-5550,"South America",-52.082,-69.698,282,"Subduction zone / Continental crust (>25 km)","Basalt / Picro-Basalt",1
360010,"Saba","Stratovolcano",1640,"West Indies",17.63,-63.23,887,"Subduction zone / Oceanic crust (< 15 km)","Andesite / Basaltic Andesite",1
360020,"Quill, The","Stratovolcano",250,"West Indies",17.478,-62.96,601,"Subduction zone / Oceanic crust (< 15 km)","Andesite / Basaltic Andesite",3
360030,"Liamuiga","Stratovolcano",160,"West Indies",17.37,-62.8,1156,"Subduction zone / Oceanic crust (< 15 km)","Andesite / Basaltic Andesite",5
360050,"Soufriere Hills","Stratovolcano",2013,"West Indies",16.72,-62.18,915,"Subduction zone / Oceanic crust (< 15 km)","Andesite / Basaltic Andesite",9
360060,"Soufriere Guadeloupe","Stratovolcano",1977,"West Indies",16.044,-61.664,1467,"Subduction zone / Oceanic crust (< 15 km)","Andesite / Basaltic Andesite",22
360100,"Trois Pitons, Morne","Complex",920,"West Indies",15.37,-61.33,1387,"Subduction zone / Oceanic crust (< 15 km)","Andesite / Basaltic Andesite",2
360101,"Watt, Morne","Stratovolcano",1997,"West Indies",15.307,-61.305,1224,"Subduction zone / Oceanic crust (< 15 km)","Andesite / Basaltic Andesite",5
360110,"Plat Pays, Morne","Stratovolcano",1270,"West Indies",15.255,-61.341,940,"Subduction zone / Oceanic crust (< 15 km)","Dacite",4
360120,"Pelee","Stratovolcano",1932,"West Indies",14.809,-61.165,1394,"Subduction zone / Oceanic crust (< 15 km)","Andesite / Basaltic Andesite",54
360140,"Qualibou","Caldera",1766,"West Indies",13.83,-61.05,777,"Subduction zone / Oceanic crust (< 15 km)","Andesite / Basaltic Andesite",1
360150,"Soufriere St. Vincent","Stratovolcano",1979,"West Indies",13.33,-61.18,1220,"Subduction zone / Oceanic crust (< 15 km)","Andesite / Basaltic Andesite",22
360160,"Kick 'em Jenny","Submarine",2017,"West Indies",12.3,-61.64,-185,"Subduction zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",15
370030,"Ljosufjoll","Fissure vent",960,"Iceland and Arctic Ocean",64.9,-22.483,1063,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",5
371020,"Reykjanes","Crater rows",1831,"Iceland and Arctic Ocean",63.85,-22.566,140,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",22
371030,"Krysuvik","Crater rows",1340,"Iceland and Arctic Ocean",63.883,-22.083,360,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",11
371040,"Brennisteinsfjoll","Crater rows",1341,"Iceland and Arctic Ocean",63.933,-21.783,610,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",9
371050,"Hengill","Crater rows",150,"Iceland and Arctic Ocean",64.083,-21.416,803,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",13
371060,"Grimsnes","Crater rows",-3500,"Iceland and Arctic Ocean",64.05,-20.883,200,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",11
371070,"Prestahnukur","Subglacial",-3350,"Iceland and Arctic Ocean",64.583,-20.666,1385,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",3
371080,"Langjokull","Subglacial",950,"Iceland and Arctic Ocean",64.85,-19.7,1100,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",6
372010,"Vestmannaeyjar","Submarine",1973,"Iceland and Arctic Ocean",63.416,-20.266,283,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",10
372020,"Eyjafjallajokull","Stratovolcano",2010,"Iceland and Arctic Ocean",63.633,-19.633,1651,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",5
372030,"Katla","Subglacial",1918,"Iceland and Arctic Ocean",63.633,-19.083,1490,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",132
372050,"Torfajokull","Stratovolcano",1477,"Iceland and Arctic Ocean",63.892,-19.122,1280,"Rift zone / Oceanic crust (< 15 km)","Rhyolite",10
372070,"Hekla","Stratovolcano",2000,"Iceland and Arctic Ocean",63.983,-19.666,1490,"Rift zone / Oceanic crust (< 15 km)","Andesite / Basaltic Andesite",65
373010,"Grimsvotn","Caldera",2011,"Iceland and Arctic Ocean",64.416,-17.316,1719,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",86
373030,"Bardarbunga","Stratovolcano",2015,"Iceland and Arctic Ocean",64.633,-17.516,2000,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",55
373050,"Kverkfjoll","Stratovolcano",1968,"Iceland and Arctic Ocean",64.653,-16.647,1930,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",8
373060,"Askja","Stratovolcano",1961,"Iceland and Arctic Ocean",65.033,-16.783,1080,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",14
373070,"Fremrinamar","Stratovolcano",-1200,"Iceland and Arctic Ocean",65.416,-16.666,970,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",5
373080,"Krafla","Caldera",1984,"Iceland and Arctic Ocean",65.715,-16.728,800,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",24
373090,"Theistareykir","Shield",-900,"Iceland and Arctic Ocean",65.833,-17.166,540,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",3
373100,"Tjornes Fracture Zone","Submarine",1868,"Iceland and Arctic Ocean",66.309,-17.118,-75,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",1
374010,"Oraefajokull","Stratovolcano",1728,"Iceland and Arctic Ocean",64.05,-16.633,2010,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",2
376010,"Jan Mayen","Stratovolcano",1985,"Iceland and Arctic Ocean",71.082,-8.155,2197,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",8
382001,"Flores","Stratovolcano",-950,"Atlantic Ocean",39.462,-31.216,914,"Intraplate / Continental crust (>25 km)","Basalt / Picro-Basalt",2
382010,"Fayal","Stratovolcano",1958,"Atlantic Ocean",38.6,-28.73,1043,"Rift zone / Oceanic crust (< 15 km)","Andesite / Basaltic Andesite",2
382020,"Pico","Stratovolcano",1720,"Atlantic Ocean",38.47,-28.4,2351,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",4
382040,"Graciosa","Stratovolcano",-1950,"Atlantic Ocean",39.02,-27.97,402,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",1
382050,"Terceira","Stratovolcano",2000,"Atlantic Ocean",38.73,-27.32,1023,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",15
382080,"Sete Cidades","Stratovolcano",1880,"Atlantic Ocean",37.87,-25.78,856,"Rift zone / Oceanic crust (< 15 km)","Trachyte / Trachydacite",16
382081,"Picos Volcanic System","Pyroclastic cone",1652,"Atlantic Ocean",37.78,-25.67,350,"Rift zone / Oceanic crust (< 15 km)","Trachybasalt / Tephrite Basanite",7
382090,"Agua de Pau","Stratovolcano",1564,"Atlantic Ocean",37.77,-25.47,947,"Rift zone / Oceanic crust (< 15 km)","Trachyte / Trachydacite",10
382100,"Furnas","Stratovolcano",1630,"Atlantic Ocean",37.77,-25.32,805,"Rift zone / Oceanic crust (< 15 km)","Trachyte / Trachydacite",9
382120,"Madeira","Shield",-4500,"Atlantic Ocean",32.73,-16.97,1862,"Intraplate / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",1
383010,"La Palma","Stratovolcano",1971,"Atlantic Ocean",28.57,-17.83,2426,"Intraplate / Oceanic crust (< 15 km)","Trachybasalt / Tephrite Basanite",13
383020,"Hierro","Shield",2012,"Atlantic Ocean",27.73,-18.03,1500,"Intraplate / Oceanic crust (< 15 km)","Trachybasalt / Tephrite Basanite",7
383030,"Tenerife","Stratovolcano",1909,"Atlantic Ocean",28.271,-16.641,3715,"Intraplate / Oceanic crust (< 15 km)","Phonolite",46
383040,"Gran Canaria","Fissure vent",40,"Atlantic Ocean",28,-15.58,1950,"Intraplate / Intermediate crust (15-25 km)","Trachybasalt / Tephrite Basanite",11
383060,"Lanzarote","Fissure vent",1824,"Atlantic Ocean",29.03,-13.63,670,"Intraplate / Intermediate crust (15-25 km)","Basalt / Picro-Basalt",4
384010,"Fogo","Stratovolcano",2015,"Atlantic Ocean",14.95,-24.35,2829,"Intraplate / Intermediate crust (15-25 km)","Foidite",12
385050,"Ascension","Stratovolcano",1508,"Atlantic Ocean",-7.95,-14.37,858,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",3
386010,"Tristan da Cunha","Shield",1962,"Atlantic Ocean",-37.092,-12.28,2060,"Rift zone / Oceanic crust (< 15 km)","Trachybasalt / Tephrite Basanite",2
386020,"Bouvet","Shield",-50,"Atlantic Ocean",-54.408,3.351,741,"Rift zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",2
390010,"Buckle Island","Stratovolcano",1899,"Antarctica",-66.78,163.25,1239,"Rift zone / Oceanic crust (< 15 km)","Trachybasalt / Tephrite Basanite",2
390013,"Pleiades, The","Stratovolcano",-1050,"Antarctica",-72.67,165.5,3040,"Intraplate / Continental crust (>25 km)","Trachyandesite / Basaltic Trachyandesite",1
390015,"Melbourne","Stratovolcano",1892,"Antarctica",-74.35,164.7,2732,"Intraplate / Continental crust (>25 km)","Trachyte / Trachydacite",1
390020,"Erebus","Stratovolcano",2020,"Antarctica",-77.53,167.17,3794,"Intraplate / Continental crust (>25 km)","Phonolite",22
390022,"Berlin","Shield",-8350,"Antarctica",-76.05,-136,3478,"Intraplate / Continental crust (>25 km)","Trachyte / Trachydacite",1
390027,"Takahe","Shield",-5550,"Antarctica",-76.28,-112.08,3460,"Intraplate / Continental crust (>25 km)","Trachyte / Trachydacite",3
390028,"Hudson Mountains","Stratovolcano",-210,"Antarctica",-74.33,-99.42,749,"Intraplate / Continental crust (>25 km)","Basalt / Picro-Basalt",2
390030,"Deception Island","Caldera",1970,"Antarctica",-63.001,-60.652,602,"Intraplate / Continental crust (>25 km)","Basalt / Picro-Basalt",30
390031,"Penguin Island","Stratovolcano",1905,"Antarctica",-62.1,-57.93,180,"Intraplate / Continental crust (>25 km)","Basalt / Picro-Basalt",3
390070,"Southern Thule","Stratovolcano",1975,"Antarctica",-59.442,-27.225,1075,"Subduction zone / Oceanic crust (< 15 km)","Andesite / Basaltic Andesite",1
390080,"Bristol Island","Stratovolcano",2016,"Antarctica",-59.017,-26.533,1100,"Subduction zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",6
390081,"Montagu Island","Shield",2007,"Antarctica",-58.445,-26.374,1370,"Subduction zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",2
390090,"Saunders","Stratovolcano",2020,"Antarctica",-57.8,-26.483,843,"Subduction zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",9
390100,"Candlemas Island","Stratovolcano",1911,"Antarctica",-57.08,-26.67,550,"Subduction zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",4
390130,"Zavodovski","Stratovolcano",2016,"Antarctica",-56.3,-27.57,551,"Subduction zone / Oceanic crust (< 15 km)","Basalt / Picro-Basalt",5
390140,"Protector Seamounts","Submarine",1962,"Antarctica",-55.912,-28.167,-55,"Subduction zone / Oceanic crust (< 15 km)","Rhyolite",1
